PK,NOMBRE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,NUM,PLANTA,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL
81696,Aparcamiento para residentes. Alonso Cano,Plazas: 433 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa0dc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE JOSE ABASCAL,28,,,MADRID,MADRID,28003,4,ALMAGRO,7,CHAMBERI,440836,4476637,40.4382832884019,-3.69758433593285,,
13561,Aparcamiento para residentes. Altos de Lillo,Plazas: 167 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=038215cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ALTOS DE LILLO,10,,,MADRID,MADRID,28031,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,447471,4469576,40.3751161947067,-3.6187764984665742,,
19060,Aparcamiento para residentes. Aluche,Plazas: 208 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a022c798651c010VgnVCM2000000c205a0aRCRD,CALLE ILLESCAS,,,ESQUINA CALLE VALMOJADO,MADRID,MADRID,28047,4,ALUCHE,10,LATINA,435611,4471610,40.39260709014263,-3.7586798849896357,,
13494,Aparcamiento para residentes. América Española,Plazas: 282 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09b37339ae51c010VgnVCM2000000c205a0aRCRD,PLAZA AMERICA ESPAÑOLA,4,,,MADRID,MADRID,28028,3,FUENTE DEL BERRO,4,SALAMANCA,443841,4475640,40.42950678341485,-3.662070781525576,,
5753573,Aparcamiento para residentes. Andorra II,Plazas: 280 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fae964bd47a9210VgnVCM1000000b205a0aRCRD,CALLE SILVANO,61,,,MADRID,MADRID,28043,3,CANILLAS,16,HORTALEZA,445476,4478934,40.4592933474543,-3.64307327470994,,
13552,Aparcamiento para residentes. Andévalo,Plazas: 313 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59a215cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ANDEVALO,4,,,MADRID,MADRID,28053,1,ENTREVIAS,13,PUENTE DE VALLECAS,443269,4469531,40.3744327501903,-3.66826781064601,,
13548,Aparcamiento para residentes. Antonio López,Plazas: 1111 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afc215cbed51c010VgnVCM2000000c205a0aRCRD,PASAJE MONTSERRAT,5,,,MADRID,MADRID,28019,1,COMILLAS,11,CARABANCHEL,439444,4472060,40.39694438782468,-3.7135672715867516,,
13562,Aparcamiento para residentes. Antonio Machado,Plazas: 339 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5f215cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ANTONIO MACHADO,53,,,MADRID,MADRID,28035,4,VALDEZARZA,9,MONCLOA-ARAVACA,439013,4480042,40.4688249684818,-3.71940862849532,,
13554,Aparcamiento para residentes. Antonio Maura,Plazas: 510 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c1315cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ANTONIO MAURA,14,,,MADRID,MADRID,28014,5,LOS JERONIMOS,3,RETIRO,441427,4474201,40.4163744217811,-3.6903956132852,,
24093,Aparcamiento para residentes. Antonio Mena,Plazas: 313 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78726545f951c010VgnVCM2000000c205a0aRCRD,AVENIDA DOCTOR GARCIA TAPIA,119,,,MADRID,MADRID,28030,3,MARROQUINA,14,MORATALAZ,445535,4473537,40.4106715339171,-3.6419244141850147,,
24088,Aparcamiento para residentes. Antonio Pirala,Plazas: 508 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6cf6545f951c010VgnVCM2000000c205a0aRCRD,CALLE ANTONIO PIRALA,2,,,MADRID,MADRID,28017,1,VENTAS,15,CIUDAD LINEAL,444046,4475684,40.4299188865507,-3.65965475850968,,
24095,Aparcamiento para residentes. Arganda,Plazas: 164 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2def6545f951c010VgnVCM2000000c205a0aRCRD,CALLE ARGANDA,10,,,MADRID,MADRID,28005,2,ACACIAS,2,ARGANZUELA,439967,4472425,40.4002719862502,-3.70743118334844,,
24096,Aparcamiento para residentes. Arroyo del Olivar,Plazas: 214 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=73106545f951c010VgnVCM2000000c205a0aRCRD,CALLE ARROYO DEL OLIVAR,108,,,MADRID,MADRID,28018,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,444221,4471260,40.390072718009264,-3.65720992196733,,
13537,Aparcamiento para residentes. Arroyo Fontarrón,Plazas: 307 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e86315cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ARROYO FONTARRON,19,,,MADRID,MADRID,28030,5,FONTARRON,14,MORATALAZ,444803,4472863,40.404553194023,-3.65048494147953,,
13536,Aparcamiento para residentes. Arroyo Media Legua,Plazas: 285 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=924315cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ARROYO DE LA MEDIA LEGUA,48,,,MADRID,MADRID,28030,4,MEDIA LEGUA,14,MORATALAZ,444341,4473470,40.40999547047031,-3.655986242152849,,
13626,Aparcamiento para residentes. Augusto González Besada,Plazas: 275 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f8315cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA MORATALAZ,183,,,MADRID,MADRID,28030,3,MARROQUINA,14,MORATALAZ,445369,4473342,40.4089104705604,-3.64386362951559,,
17449,Aparcamiento para residentes. Avenida de las Águilas (antes General Fanjul),Plazas: 574 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=470f6545f951c010VgnVCM2000000c205a0aRCRD,AVENIDA LAS AGUILAS,144,,,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,433535,4470282,40.3804832805408,-3.78300236990473,,
170742,Aparcamiento para residentes. Azuaga,Plazas: 261 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8a4ff632081c010VgnVCM1000000b205a0aRCRD,CALLE SAN RESTITUTO,33,,,MADRID,MADRID,28039,4,VALDEZARZA,9,MONCLOA-ARAVACA,439657,4479590,40.464795265151,-3.71176345766358,,
13633,Aparcamiento para residentes. Baviera,Plazas: 208 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f09015cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA AMERICA,58,,,MADRID,MADRID,28028,4,GUINDALERA,4,SALAMANCA,443767,4477179,40.4433686262101,-3.66308052190316,,
13501,Aparcamiento para residentes. Bañeza,Plazas: 239 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea0b7339ae51c010VgnVCM2000000c205a0aRCRD,CALLE LA BAÑEZA,12,,,MADRID,MADRID,28029,4,EL PILAR,8,FUENCARRAL-EL PARDO,439541,4480890,40.4764987691693,-3.71325706372804,,
81700,Aparcamiento para residentes. Belianes,Plazas: 161 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=22bbc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE AGUSTIN DE ITURBIDE,5,,,MADRID,MADRID,28043,4,PINAR DEL REY,16,HORTALEZA,445342,4480104,40.4698229718518,-3.64476364718934,,
21182,Aparcamiento para residentes. Blasco de Garay,Plazas: 461 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9306545f951c010VgnVCM2000000c205a0aRCRD,CALLE MELENDEZ VALDES,32,,,MADRID,MADRID,28015,1,GAZTAMBIDE,7,CHAMBERI,439634,4476097,40.4333313523738,-3.71170388375829,,
13532,Aparcamiento para residentes. Bohemios,Plazas: 340 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85b315cbed51c010VgnVCM2000000c205a0aRCRD,CALLE BOHEMIOS,4,,,MADRID,MADRID,28041,5,LOS ANGELES,17,VILLAVERDE,441045,4467619,40.3570573825234,-3.69428642448259,,
13495,Aparcamiento para residentes. Boston,Plazas: 353 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbd315cbed51c010VgnVCM2000000c205a0aRCRD,CALLE BOSTON,1,,,MADRID,MADRID,28028,4,GUINDALERA,4,SALAMANCA,443545,4476510,40.43732544918828,-3.6656301287112916,,
13530,Aparcamiento para residentes. Bravo Murillo,Plazas: 629 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Teléfono:   618 263 474,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=220415cbed51c010VgnVCM2000000c205a0aRCRD,CALLE BRAVO MURILLO,49,,,MADRID,MADRID,28003,6,VALLEHERMOSO,7,CHAMBERI,440266,4476769,40.4394326885612,-3.70431921200787,,
13563,Aparcamiento para residentes. Brescia,Plazas: 399 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=782415cbed51c010VgnVCM2000000c205a0aRCRD,PLAZA BASILEA,1,,,MADRID,MADRID,28028,4,GUINDALERA,4,SALAMANCA,443811,4476553,40.4377295409351,-3.66250177071974,,
13564,Aparcamiento para residentes. Bristol,Plazas: 317 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce4415cbed51c010VgnVCM2000000c205a0aRCRD,CALLE BRISTOL,2,,,MADRID,MADRID,28028,4,GUINDALERA,4,SALAMANCA,443838,4476686,40.438926762097445,-3.6621985089251137,,
13565,Aparcamiento para residentes. Bruselas,Plazas: 224 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47b015cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA BRUSELAS,74,,,MADRID,MADRID,28028,4,GUINDALERA,4,SALAMANCA,443722,4477090,40.4425620205734,-3.66360229625587,,
81706,Aparcamiento para residentes. Burgo de Osma,Plazas: 160 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=413dc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE BURGO DE OSMA,3,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,443847,4480066,40.4693776045414,-3.66238559705991,,
183737,Aparcamiento para residentes. Cabestreros,Plazas: 360 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f106bdc85c01c010VgnVCM2000000c205a0aRCRD,CALLE MESON DE PAREDES,37,,,MADRID,MADRID,28012,2,EMBAJADORES,1,CENTRO,440316,4473483,40.4098262170267,-3.70341928254916,,
13566,Aparcamiento para residentes. Calanda,Plazas: 368 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=157415cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CALANDA,30,,,MADRID,MADRID,28043,3,CANILLAS,16,HORTALEZA,445621,4479290,40.4625086228176,-3.64139838482317,,
13499,Aparcamiento para residentes. Camarena,Plazas: 192 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b9415cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CAMARENA,59,-1,,MADRID,MADRID,28047,4,ALUCHE,10,LATINA,435869,4471773,40.39409662327533,-3.755650361571214,,
13539,Aparcamiento para residentes. Camino de los Vinateros I,Plazas: 249 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b1c415cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CAMINO DE LOS VINATEROS,159,,,MADRID,MADRID,28030,6,VINATEROS,14,MORATALAZ,445506,4473061,40.4063803140088,-3.642216978933147,,
13538,Aparcamiento para residentes. Camino de los Vinateros II (El Torito),Plazas: 477 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=08e415cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CAMINO DE LOS VINATEROS,120,,,MADRID,MADRID,28030,6,VINATEROS,14,MORATALAZ,445178,4473138,40.4070586556589,-3.64609602112553,,
13632,Aparcamiento para residentes. Camino Viejo de Leganés,Plazas: 284 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e0515cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CAMINO VIEJO DE LEGANES,179,,,MADRID,MADRID,28025,7,ABRANTES,11,CARABANCHEL,437903,4470256,40.38058220013319,-3.7315453065945747,,
13518,Aparcamiento para residentes. Campillo del Mundo Nuevo,Plazas: 452 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5047339ae51c010VgnVCM2000000c205a0aRCRD,PLAZA CAMPILLO DEL MUNDO NUEVO,3,,,MADRID,MADRID,28005,2,EMBAJADORES,1,CENTRO,439909,4473110,40.4064404010153,-3.70818511731584,,
81710,Aparcamiento para residentes. Canal,Plazas: 112 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Teléfonos: 618 856 882                    604 288 125,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78dbc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE CEA BERMUDEZ,1,,,MADRID,MADRID,28003,2,ARAPILES,7,CHAMBERI,440157,4476680,40.4386229816115,-3.70560050313099,,
13624,Aparcamiento para residentes. Cantabria,Plazas: 211 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9dd015cbed51c010VgnVCM2000000c205a0aRCRD,CALLE BERGANTIN,24,,,MADRID,MADRID,28042,1,ALAMEDA DE OSUNA,21,BARAJAS,450543,4478921,40.4594904098294,-3.5833143755023,,
81733,Aparcamiento para residentes. Castelló,Plazas: 303 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cefbc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE DIEGO DE LEON,29,,,MADRID,MADRID,28006,6,CASTELLANA,4,SALAMANCA,442203,4476252,40.434908578522,-3.68143698282303,,
13567,Aparcamiento para residentes. Castrillo de Aza,Plazas: 297 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa5515cbed51c010VgnVCM2000000c205a0aRCRD,AVENIDA SANTA EUGENIA,1,,,MADRID,MADRID,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,448421,4470809,40.3862854427749,-3.60768383167671,,
13533,Aparcamiento para residentes. Cañada,Plazas: 288 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a43515cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CAÑADA,27,,,MADRID,MADRID,28030,6,VINATEROS,14,MORATALAZ,445301,4472911,40.4050195561753,-3.64462726953091,,
13636,Aparcamiento para residentes. Chamberí,Plazas: 690 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb247339ae51c010VgnVCM2000000c205a0aRCRD,CALLE SANTA ENGRACIA,34,,,MADRID,MADRID,28010,4,ALMAGRO,7,CHAMBERI,440849,4475951,40.4321041641281,-3.69736547125222,,
81734,Aparcamiento para residentes. Chaparral,Plazas: 226 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=152cc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE CHAPARRAL,40,,,MADRID,MADRID,28033,4,PINAR DEL REY,16,HORTALEZA,446416,4480168,40.4704680711316,-3.63209844013838,,
13568,Aparcamiento para residentes. Cidamón,Plazas: 343 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=418515cbed51c010VgnVCM2000000c205a0aRCRD,CALLE ABALOS,4,,,MADRID,MADRID,28043,6,SAN JUAN BAUTISTA,15,CIUDAD LINEAL,444371,4477936,40.4502275088023,-3.65601940414286,,
13503,Aparcamiento para residentes. Clara del Rey,Plazas: 179 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=97a515cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CLARA DEL REY,49,,,MADRID,MADRID,28002,2,PROSPERIDAD,5,CHAMARTIN,443287,4477242,40.4439002303705,-3.66873934705878,,
24099,Aparcamiento para residentes. Codorniz,Plazas: 705 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=10606545f951c010VgnVCM2000000c205a0aRCRD,CALLE MONSEÑOR OSCAR ROMERO,75,-3,,MADRID,MADRID,28047,4,VISTA ALEGRE,11,CARABANCHEL,436248,4470455,40.3822490532466,-3.75106420146634,,
13569,Aparcamiento para residentes. Comandante Benítez,Plazas: 166 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=edc515cbed51c010VgnVCM2000000c205a0aRCRD,CALLE COMANDANTE BENITEZ,16,,,MADRID,MADRID,28045,3,CHOPERA,2,ARGANZUELA,440742,4472112,40.3975109762013,-3.69826675336291,,
13571,Aparcamiento para residentes. Condado de Treviño,Plazas: 195 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34f515cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CONDADO DE TREVIÑO,31,,,MADRID,MADRID,28033,9,COSTILLARES,15,CIUDAD LINEAL,443249,4481255,40.4800505171255,-3.66955150726522,,
24101,Aparcamiento para residentes. Conde de Casal / Mediterraneo,Plazas: 1650 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=549e6545f951c010VgnVCM2000000c205a0aRCRD,AVENIDA MEDITERRANEO,28,,,MADRID,MADRID,28007,1,PACIFICO,3,RETIRO,442855,4473143,40.4069414961023,-3.67346590971438,,
13504,Aparcamiento para residentes. Corazón de María I,Plazas: 166 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a1615cbed51c010VgnVCM2000000c205a0aRCRD,CALLE CORAZON DE MARIA,6,,,MADRID,MADRID,28002,2,PROSPERIDAD,5,CHAMARTIN,443097,4476862,40.440466332376,-3.67094880753214,,
24103,Aparcamiento para residentes. Corazón de María II,Plazas: 327 públicas y 750 para residentes  Informacion sobre accesibilidad:  No tiene escalera adaptada No tiene ascensor de salida a calle 2 aseos accesibles (1&amp;ordf; planta)  Plazas para minusválidos residentes: 6    Abierto 24 horas   Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b74e6545f951c010VgnVCM2000000c205a0aRCRD,CALLE CORAZON DE MARIA,72,,,MADRID,MADRID,28002,2,PROSPERIDAD,5,CHAMARTIN,443433,4477298,40.4444174410574,-3.6670287481035015,915563165,aparcamientocorazondemaria@grupocogesa.es
13500,Aparcamiento para residentes. Cuevas de Almanzora,Plazas: 203 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=276615cbed51c010VgnVCM2000000c205a0aRCRD,CALLE MOJACAR,2,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,444240,4481178,40.47941994494686,-3.6578569564924415,,
81737,Aparcamiento para residentes. Cumare,Plazas: 156 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=975dc2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE NEVADO DEL RUIZ,4,,,MADRID,MADRID,28033,4,PINAR DEL REY,16,HORTALEZA,446165,4480082,40.4696757985277,-3.63504463154674,,
183580,Aparcamiento para residentes. Cándido Mateos,Plazas: 618 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b865bdc85c01c010VgnVCM2000000c205a0aRCRD,CALLE VALLE DE MENA,23,,,MADRID,MADRID,28039,4,VALDEZARZA,9,MONCLOA-ARAVACA,439022,4480260,40.47078717988781,-3.7193258238376576,,
13535,Aparcamiento para residentes. Darwin,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dca27339ae51c010VgnVCM2000000c205a0aRCRD,AVENIDA MORATALAZ,58,,,MADRID,MADRID,28030,5,FONTARRON,14,MORATALAZ,444527,4472985,40.405638665853,-3.65375539091826,,
183760,Aparcamiento para residentes. Doce de Octubre,Plazas: 694 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4826bdc85c01c010VgnVCM2000000c205a0aRCRD,CALLE ALCALDE SAINZ DE BARANDA,,,,MADRID,MADRID,28009,4,IBIZA,3,RETIRO,442633,4474354,40.4178437921393,-3.67619550529124,,
13630,Aparcamiento para residentes. Doctor Cirajas,Plazas: 324 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d8615cbed51c010VgnVCM2000000c205a0aRCRD,CALLE DOCTOR CIRAJAS,3,,,MADRID,MADRID,28017,2,PUEBLO NUEVO,15,CIUDAD LINEAL,445930,4476291,40.4355062053263,-3.63749208941804,,
