PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
13458;"Aparcamiento mixto. Vel�zquez - Ayala";"";"";"";"";"Plazas: 443 p�blicas y 230 para residentes Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8bee15cbed51c010VgnVCM2000000c205a0aRCRD";"VELAZQUEZ";"CALLE";"V";"47";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441971";"4475406";"40.4272702030791";"-3.68408892366904";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13457;"Aparcamiento mixto. Vel�zquez - Jorge Juan";"";"";"";"";"Plazas: 548 p�blicas y 395 para residentes Abierto 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d11f15cbed51c010VgnVCM2000000c205a0aRCRD";"VELAZQUEZ";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441946";"4475076";"40.4242991698907";"-3.68435762446743";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
183607;"Aparcamiento mixto. Verdaguer y Garc�a";"";"";"";"";"Plazas: 83 p�blicas y 91 para residentes  Informaci�n sobre accesibilidad:  No tiene escaleras adaptadas 1 ascensor en la salida a la Calle Verdaguer y garc�a 1 aseo accesible en la planta -1 Plaza para minusv�lidos residentes: 4    Abierto 24 horas   Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6245bdc85c01c010VgnVCM2000000c205a0aRCRD";"VERDAGUER Y GARCIA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28027";"5";"SAN PASCUAL";"15";"CIUDAD LINEAL";"444305";"4476770";"40.4397163141475";"-3.6566922711780356";"913 531 050";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
8087180;"Aparcamiento para residentes del Centro Polivalente Barcel�";"Plazas: 554 (541 para autom�viles y 13 para motocicletas)  Plazas para movilidad reducida: 10  Abierto 24 horas   Titularidad: Ayuntamiento de Madrid  Gesti�n: Empresa Municipal de Transportes (EMT) (m�s informaci�n)";"";"";"";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9826774ac3cdd410VgnVCM2000000c205a0aRCRD";"BARCELO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"440689";"4475392";"40.4270579430205";"-3.69920590014237";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
4829668;"Aparcamiento para residentes.  Ginzo de Limia";"";"";"";"";"Plazas: 97 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Gesti�n: Empresa Municipal de Transportes (EMT) (m�s informaci�n)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c77780e5c0a8110VgnVCM1000000b205a0aRCRD";"VALENCIA DE DON JUAN";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28034";"5";"LA PAZ";"8";"FUENCARRAL-EL PARDO";"440071";"4481799";"40.484726228522256";"-3.707095467956364";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
24139;"Aparcamiento para residentes.  Valderrom�n";"";"";"";"";"Plazas: 424 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85026545f951c010VgnVCM2000000c205a0aRCRD";"VALDERROMAN";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28035";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"438836";"4480242";"40.470610708220725";"-3.7215173170272573";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
67711;"Aparcamiento para residentes. Aguilar de Campoo";"";"";"";"";"Plazas: 303 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d60868540e41c010VgnVCM2000000c205a0aRCRD";"ANTONIO MACHADO";"CALLE";"V";"10";"";"";"";"entrada y salida por calle Antonio Machado";"MADRID";"MADRID";"28035";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"439012";"4479586";"40.4647124801429";"-3.71937440247255";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13560;"Aparcamiento para residentes. Aguil�n";"";"";"";"";"Plazas: 271 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bc5215cbed51c010VgnVCM2000000c205a0aRCRD";"CHOPERA";"PASEO";"V";"27";"";"";"";"";"MADRID";"MADRID";"28045";"3";"CHOPERA";"2";"ARGANZUELA";"440537";"4471871";"40.3953242147226";"-3.70066269999703";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
81690;"Aparcamiento para residentes. Agust�n Lara";"";"";"";"";"Plazas: 343 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid   La EMT oferta plazas de estacionamiento, en r�gimen de alquiler de larga duraci�n, con abonos de 1, 3 y 5 a�os en este aparcamiento. M�s informaci�n:  http://www.emtmadrid.es/aparcamiento_agustin_lara/index.html";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=856bc2c6e051c010VgnVCM2000000c205a0aRCRD";"MESON DE PAREDES";"CALLE";"V";"66";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"440247";"4473251";"40.4077362146594";"-3.70421674570288";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
7439839;"Aparcamiento para residentes. Alameda (cerrado)";"";"";"";"";"Plazas: 171 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5690bf11ca045410VgnVCM1000000b205a0aRCRD";"ALAMEDA";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28014";"3";"CORTES";"1";"CENTRO";"441131";"4473678";"40.411641708999";"-3.693836597352357";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
24136;"Aparcamiento para residentes. Alcalde S�inz de Baranda";"";"";"";"";"Plazas: 565 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80af6545f951c010VgnVCM2000000c205a0aRCRD";"ALCALDE SAINZ DE BARANDA";"CALLE";"V";"81";"";"";"";"";"MADRID";"MADRID";"28007";"3";"ESTRELLA";"3";"RETIRO";"443289";"4474255";"40.4169949224885";"-3.66844857705472";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
17790;"Aparcamiento para residentes. Alcazaba";"";"";"";"";"Plazas: 334 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0ee6545f951c010VgnVCM2000000c205a0aRCRD";"SINESIO DELGADO";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28029";"4";"EL PILAR";"8";"FUENCARRAL-EL PARDO";"440394";"4480510";"40.4731383570492";"-3.70315583932366";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
81696;"Aparcamiento para residentes. Alonso Cano";"";"";"";"";"Plazas: 433 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa0dc2c6e051c010VgnVCM2000000c205a0aRCRD";"JOSE ABASCAL";"CALLE";"V";"28";"";"";"";"";"MADRID";"MADRID";"28003";"4";"ALMAGRO";"7";"CHAMBERI";"440836";"4476637";"40.4382832884019";"-3.69758433593285";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13561;"Aparcamiento para residentes. Altos de Lillo";"";"";"";"";"Plazas: 167 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=038215cbed51c010VgnVCM2000000c205a0aRCRD";"ALTOS DE LILLO";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28031";"1";"CASCO H.VALLECAS";"18";"VILLA DE VALLECAS";"447471";"4469576";"40.3751161947067";"-3.6187764984665742";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
19060;"Aparcamiento para residentes. Aluche";"";"";"";"";"Plazas: 208 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a022c798651c010VgnVCM2000000c205a0aRCRD";"ILLESCAS";"CALLE";"V";"";"";"";"";"ESQUINA CALLE VALMOJADO";"MADRID";"MADRID";"28047";"4";"ALUCHE";"10";"LATINA";"435611";"4471610";"40.39260709014263";"-3.7586798849896357";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13494;"Aparcamiento para residentes. Am�rica Espa�ola";"";"";"";"";"Plazas: 282 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09b37339ae51c010VgnVCM2000000c205a0aRCRD";"AMERICA ESPA�OLA";"PLAZA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28028";"3";"FUENTE DEL BERRO";"4";"SALAMANCA";"443841";"4475640";"40.42950678341485";"-3.662070781525576";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
5753573;"Aparcamiento para residentes. Andorra II";"";"";"";"";"Plazas: 280 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fae964bd47a9210VgnVCM1000000b205a0aRCRD";"SILVANO";"CALLE";"V";"61";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"445476";"4478934";"40.4592933474543";"-3.64307327470994";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13552;"Aparcamiento para residentes. And�valo";"";"";"";"";"Plazas: 313 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59a215cbed51c010VgnVCM2000000c205a0aRCRD";"ANDEVALO";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443269";"4469531";"40.3744327501903";"-3.66826781064601";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13548;"Aparcamiento para residentes. Antonio L�pez";"";"";"";"";"Plazas: 1111 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afc215cbed51c010VgnVCM2000000c205a0aRCRD";"MONTSERRAT";"PASAJE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28019";"1";"COMILLAS";"11";"CARABANCHEL";"439444";"4472060";"40.39694438782468";"-3.7135672715867516";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13562;"Aparcamiento para residentes. Antonio Machado";"";"";"";"";"Plazas: 339 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5f215cbed51c010VgnVCM2000000c205a0aRCRD";"ANTONIO MACHADO";"CALLE";"V";"53";"";"";"";"";"MADRID";"MADRID";"28035";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"439013";"4480042";"40.4688249684818";"-3.71940862849532";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13554;"Aparcamiento para residentes. Antonio Maura";"";"";"";"";"Plazas: 510 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c1315cbed51c010VgnVCM2000000c205a0aRCRD";"ANTONIO MAURA";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28014";"5";"LOS JERONIMOS";"3";"RETIRO";"441427";"4474201";"40.4163744217811";"-3.6903956132852";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
24093;"Aparcamiento para residentes. Antonio Mena";"";"";"";"";"Plazas: 313 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78726545f951c010VgnVCM2000000c205a0aRCRD";"DOCTOR GARCIA TAPIA";"AVENIDA";"V";"119";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"445535";"4473537";"40.4106715339171";"-3.6419244141850147";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
24088;"Aparcamiento para residentes. Antonio Pirala";"";"";"";"";"Plazas: 508 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6cf6545f951c010VgnVCM2000000c205a0aRCRD";"ANTONIO PIRALA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28017";"1";"VENTAS";"15";"CIUDAD LINEAL";"444046";"4475684";"40.4299188865507";"-3.65965475850968";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
24095;"Aparcamiento para residentes. Arganda";"";"";"";"";"Plazas: 164 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2def6545f951c010VgnVCM2000000c205a0aRCRD";"ARGANDA";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28005";"2";"ACACIAS";"2";"ARGANZUELA";"439967";"4472425";"40.4002719862502";"-3.70743118334844";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
24096;"Aparcamiento para residentes. Arroyo del Olivar";"";"";"";"";"Plazas: 214 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=73106545f951c010VgnVCM2000000c205a0aRCRD";"ARROYO DEL OLIVAR";"CALLE";"V";"108";"";"";"";"";"MADRID";"MADRID";"28018";"3";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"444221";"4471260";"40.390072718009264";"-3.65720992196733";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13537;"Aparcamiento para residentes. Arroyo Fontarr�n";"";"";"";"";"Plazas: 307 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e86315cbed51c010VgnVCM2000000c205a0aRCRD";"ARROYO FONTARRON";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28030";"5";"FONTARRON";"14";"MORATALAZ";"444803";"4472863";"40.404553194023";"-3.65048494147953";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13536;"Aparcamiento para residentes. Arroyo Media Legua";"";"";"";"";"Plazas: 285 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=924315cbed51c010VgnVCM2000000c205a0aRCRD";"ARROYO DE LA MEDIA LEGUA";"CALLE";"V";"48";"";"";"";"";"MADRID";"MADRID";"28030";"4";"MEDIA LEGUA";"14";"MORATALAZ";"444341";"4473470";"40.40999547047031";"-3.655986242152849";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13626;"Aparcamiento para residentes. Augusto Gonz�lez Besada";"";"";"";"";"Plazas: 275 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f8315cbed51c010VgnVCM2000000c205a0aRCRD";"MORATALAZ";"AVENIDA";"V";"183";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"445369";"4473342";"40.4089104705604";"-3.64386362951559";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
17449;"Aparcamiento para residentes. Avenida de las �guilas (antes General Fanjul)";"";"";"";"";"Plazas: 574 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=470f6545f951c010VgnVCM2000000c205a0aRCRD";"LAS AGUILAS";"AVENIDA";"V";"144";"";"";"";"";"MADRID";"MADRID";"28044";"7";"LAS AGUILAS";"10";"LATINA";"433535";"4470282";"40.3804832805408";"-3.78300236990473";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
170742;"Aparcamiento para residentes. Azuaga";"";"";"";"";"Plazas: 261 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8a4ff632081c010VgnVCM1000000b205a0aRCRD";"SAN RESTITUTO";"CALLE";"V";"33";"";"";"";"";"MADRID";"MADRID";"28039";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"439657";"4479590";"40.464795265151";"-3.71176345766358";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13633;"Aparcamiento para residentes. Baviera";"";"";"";"";"Plazas: 208 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f09015cbed51c010VgnVCM2000000c205a0aRCRD";"AMERICA";"AVENIDA";"V";"58";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443767";"4477179";"40.44336862621010";"-3.663080521903160";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13501;"Aparcamiento para residentes. Ba�eza";"";"";"";"";"Plazas: 239 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea0b7339ae51c010VgnVCM2000000c205a0aRCRD";"LA BA�EZA";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28029";"4";"EL PILAR";"8";"FUENCARRAL-EL PARDO";"439541";"4480890";"40.4764987691693";"-3.71325706372804";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
81700;"Aparcamiento para residentes. Belianes";"";"";"";"";"Plazas: 161 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=22bbc2c6e051c010VgnVCM2000000c205a0aRCRD";"AGUSTIN DE ITURBIDE";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28043";"4";"PINAR DEL REY";"16";"HORTALEZA";"445342";"4480104";"40.4698229718518";"-3.64476364718934";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
21182;"Aparcamiento para residentes. Blasco de Garay";"";"";"";"";"Plazas: 461 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9306545f951c010VgnVCM2000000c205a0aRCRD";"MELENDEZ VALDES";"CALLE";"V";"32";"";"";"";"";"MADRID";"MADRID";"28015";"1";"GAZTAMBIDE";"7";"CHAMBERI";"439634";"4476097";"40.4333313523738";"-3.71170388375829";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13532;"Aparcamiento para residentes. Bohemios";"";"";"";"";"Plazas: 340 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85b315cbed51c010VgnVCM2000000c205a0aRCRD";"BOHEMIOS";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28041";"5";"LOS ANGELES";"17";"VILLAVERDE";"441045";"4467619";"40.3570573825234";"-3.69428642448259";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13495;"Aparcamiento para residentes. Boston";"";"";"";"";"Plazas: 353 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbd315cbed51c010VgnVCM2000000c205a0aRCRD";"BOSTON";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443545";"4476510";"40.43732544918828";"-3.6656301287112916";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13530;"Aparcamiento para residentes. Bravo Murillo";"";"";"";"";"Plazas: 629 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Tel�fono:   618 263 474";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=220415cbed51c010VgnVCM2000000c205a0aRCRD";"BRAVO MURILLO";"CALLE";"V";"49";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"440266";"4476769";"40.4394326885612";"-3.70431921200787";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13563;"Aparcamiento para residentes. Brescia";"";"";"";"";"Plazas: 399 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=782415cbed51c010VgnVCM2000000c205a0aRCRD";"BASILEA";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443811";"4476553";"40.4377295409351";"-3.66250177071974";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13564;"Aparcamiento para residentes. Bristol";"";"";"";"";"Plazas: 317 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce4415cbed51c010VgnVCM2000000c205a0aRCRD";"BRISTOL";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443838";"4476686";"40.438926762097445";"-3.6621985089251137";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13565;"Aparcamiento para residentes. Bruselas";"";"";"";"";"Plazas: 224 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47b015cbed51c010VgnVCM2000000c205a0aRCRD";"BRUSELAS";"AVENIDA";"V";"74";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443722";"4477090";"40.4425620205734";"-3.66360229625587";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
81706;"Aparcamiento para residentes. Burgo de Osma";"";"";"";"";"Plazas: 160 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=413dc2c6e051c010VgnVCM2000000c205a0aRCRD";"BURGO DE OSMA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28033";"5";"APOSTOL SANTIAGO";"16";"HORTALEZA";"443847";"4480066";"40.4693776045414";"-3.66238559705991";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
183737;"Aparcamiento para residentes. Cabestreros";"";"";"";"";"Plazas: 360 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f106bdc85c01c010VgnVCM2000000c205a0aRCRD";"MESON DE PAREDES";"CALLE";"V";"37";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"440316";"4473483";"40.4098262170267";"-3.70341928254916";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13566;"Aparcamiento para residentes. Calanda";"";"";"";"";"Plazas: 368 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=157415cbed51c010VgnVCM2000000c205a0aRCRD";"CALANDA";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"445621";"4479290";"40.4625086228176";"-3.64139838482317";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
