ID_MEDIDA;ANO;MES;ID;TIPOEDIFICIO;EDIFICIO;DIRECCION;DISTRITO;CODIGO_DISTRITO;BARRIO;CODIGO_BARRIO;COORDENADA_X;COORDENADA_Y;LONGITUD;LATITUD;SENSOR;TIPO;CLASE;GRUPO;UNIDADES;CONSUMO
9128;2022;11;1937;Centros deportivos;CDM Luis Aragonés;CALLE EL PROVENCIO, 20 28043 MADRID;HORTALEZA;16;CANILLAS;163;446721.93;4479594.57;-3.62783298581013;40.46547736811336;AMCDMLARAGONESVERANO_Interruptor_General;Externo;Energía Reactiva;Reactiva tarifa 3.1A;kvarh;881.01
9129;2022;11;1937;Centros deportivos;CDM Luis Aragonés;CALLE EL PROVENCIO, 20 28043 MADRID;HORTALEZA;16;CANILLAS;163;446721.93;4479594.57;-3.62783298581013;40.46547736811336;AMCDMLARAGONESVERANO_Gas_General;Externo;Gas;;m3;14862.62
9135;2022;11;848;Centros deportivos;CDM Miguel Guillen Prim;CALLE FUENTIDUEÑA, 6 (ESQUINA CALLE PUERTO PORZUNA) 28031 MADRID;VILLA DE VALLECAS;18;CASCO HISTORICO DE VALLECAS;181;447071.57;4469415.94;-3.62204226308822;40.3737715570246;AMCDMMGUILLENPRIMCGBT_Electricidad_General;Externo;Energía activa;;kWh;11405.99
9136;2022;11;848;Centros deportivos;CDM Miguel Guillen Prim;CALLE FUENTIDUEÑA, 6 (ESQUINA CALLE PUERTO PORZUNA) 28031 MADRID;VILLA DE VALLECAS;18;CASCO HISTORICO DE VALLECAS;181;447071.57;4469415.94;-3.62204226308822;40.3737715570246;AMCDMMGUILLENPRIMCGBT_Electricidad_General;Externo;Energía Reactiva;;kvarh;1708
9137;2022;11;848;Centros deportivos;CDM Miguel Guillen Prim;CALLE FUENTIDUEÑA, 6 (ESQUINA CALLE PUERTO PORZUNA) 28031 MADRID;VILLA DE VALLECAS;18;CASCO HISTORICO DE VALLECAS;181;447071.57;4469415.94;-3.62204226308822;40.3737715570246;Gas General;Externo;Gas;;m3;2725.29
9138;2022;11;1938;Centros deportivos;CDM Moratalaz;CALLE  VALDEBERNARDO,  2  28030  MADRID;MORATALAZ;14;PAVONES;141;446481.7;4472188.2;-3.630653354992656;40.398581097568474;acciona_moratalaz;telemedida;Energía activa;;kWh;55140
9139;2022;11;1938;Centros deportivos;CDM Moratalaz;CALLE  VALDEBERNARDO,  2  28030  MADRID;MORATALAZ;14;PAVONES;141;446481.7;4472188.2;-3.630653354992656;40.398581097568474;acciona_moratalaz;telemedida;Energía Reactiva;;kvarh;107
9140;2022;11;1938;Centros deportivos;CDM Moratalaz;CALLE  VALDEBERNARDO,  2  28030  MADRID;MORATALAZ;14;PAVONES;141;446481.7;4472188.2;-3.630653354992656;40.398581097568474;Gas Piscina;Externo;Gas;;m3;7337.72
9141;2022;11;844;Centros deportivos;CDM Orcasitas;AVENIDA RAFAELA YBARRA, 52 28026 MADRID;USERA;12;ZOFIO;126;439493.02;4469717.28;-3.7127673625946;40.3758429603234;General BT CT-Oficinas+General BT CT-Verano;Procesado;Energía activa;;kWh;10131.99
9142;2022;11;2520;Centros deportivos;CDM Orcasur;CALLE  MOREJA,  11  28041  MADRID;USERA;12;ORCASUR;122;440772.6;4468869.7;-3.697616718211155;40.36829943916931;Electricidad General (Activa);Externo;Energía activa;;kWh;28108.99
9143;2022;11;2520;Centros deportivos;CDM Orcasur;CALLE  MOREJA,  11  28041  MADRID;USERA;12;ORCASUR;122;440772.6;4468869.7;-3.697616718211155;40.36829943916931;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;6013
9144;2022;11;1114;Centros deportivos;CDM Plata y Castañar;PASEO PLATA Y CASTAÑAR, 7 28021 MADRID;VILLAVERDE;17;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;171;439027.11;4466911.16;-3.7170958691991935;40.35076438371904;AMCDMPLATYCAST_CT_General;Externo;Energía activa;;kWh;46307.02
9145;2022;11;1114;Centros deportivos;CDM Plata y Castañar;PASEO PLATA Y CASTAÑAR, 7 28021 MADRID;VILLAVERDE;17;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;171;439027.11;4466911.16;-3.7170958691991935;40.35076438371904;AMCDMPLATYCAST_CT_General;Externo;Energía Reactiva;;kvarh;2266.03
9146;2022;11;1114;Centros deportivos;CDM Plata y Castañar;PASEO PLATA Y CASTAÑAR, 7 28021 MADRID;VILLAVERDE;17;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;171;439027.11;4466911.16;-3.7170958691991935;40.35076438371904;AMCDMPLATYCAST_Gas_Piscina;Externo;Gas;;m3;13386.36
9147;2022;11;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETUAN;6;BERRUGUETE;66;440472.29;4478976.84;-3.7016309815462454;40.459185470607935;AMCDMPVICTORIA_Interruptor_General;Externo;Energía activa;Activa Interruptor Gral;kWh;21223
9148;2022;11;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETUAN;6;BERRUGUETE;66;440472.29;4478976.84;-3.7016309815462454;40.459185470607935;AMCDMPVICTORIA_Interruptor_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;3927
9149;2022;11;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETUAN;6;BERRUGUETE;66;440472.29;4478976.84;-3.7016309815462454;40.459185470607935;AMCDMPVICTORIA_Gas_General;Externo;Gas;;m3;7683.89
9150;2022;11;1776;Centros deportivos;CDM Pradillo;CALLE PRADILLO, 33 28002 MADRID;CHAMARTIN;5;CIUDAD JARDIN;53;443049.03;4477864.71;-3.6715419600957575;40.449387821577496;AMCDMPRADILLOPISCINA_Elec_General;Externo;Energía activa;;kWh;35586.96
9151;2022;11;1776;Centros deportivos;CDM Pradillo;CALLE PRADILLO, 33 28002 MADRID;CHAMARTIN;5;CIUDAD JARDIN;53;443049.03;4477864.71;-3.6715419600957575;40.449387821577496;AMCDMPRADILLOPISCINA_Elec_General;Externo;Energía Reactiva;;kvarh;1
9153;2022;11;1889;Centros deportivos;CDM Pueblo Nuevo;CALLE FRANCISCO RIOJA, 14 28017 MADRID;CIUDAD LINEAL;15;PUEBLO NUEVO;152;445839.4;4475685.17;-3.6380132760089876;40.43014181400333;AMCDMPUEBLONUEVO_Interruptor_General;Externo;Energía activa;Activa Interruptor Gral;kWh;15973.03
9154;2022;11;1889;Centros deportivos;CDM Pueblo Nuevo;CALLE FRANCISCO RIOJA, 14 28017 MADRID;CIUDAD LINEAL;15;PUEBLO NUEVO;152;445839.4;4475685.17;-3.6380132760089876;40.43014181400333;AMCDMPUEBLONUEVO_Interruptor_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;2858.02
9155;2022;11;1889;Centros deportivos;CDM Pueblo Nuevo;CALLE FRANCISCO RIOJA, 14 28017 MADRID;CIUDAD LINEAL;15;PUEBLO NUEVO;152;445839.4;4475685.17;-3.6380132760089876;40.43014181400333;AMCDMPUEBLONUEVO_Gas_general;Externo;Gas;;m3;7008.58
9156;2022;11;1571;Centros deportivos;CDM Raúl González;CALLE  BENIMAMET,  137  28021  MADRID;VILLAVERDE;17;SAN CRISTOBAL;172;441850.13;4466385.93;-3.6841840858141337;40.34593494202054;AMCDMRAULGONZALEZ_Electricidad_General;Externo;Energía activa;;kWh;26574.01
9157;2022;11;1571;Centros deportivos;CDM Raúl González;CALLE  BENIMAMET,  137  28021  MADRID;VILLAVERDE;17;SAN CRISTOBAL;172;441850.13;4466385.93;-3.6841840858141337;40.34593494202054;AMCDMRAULGONZALEZ_Electricidad_General;Externo;Energía Reactiva;;kvarh;12117.01
9159;2022;11;1541;Centros deportivos;CDM Samaranch;PASEO IMPERIAL, 20 28005 MADRID;ARGANZUELA;2;IMPERIAL;21;439121.92;4473233.91;-3.7174746394157;40.4074954036895;AMCDMSAMARANCH_General_BT;Externo;Energía activa;;kWh;51165.98
9160;2022;11;1541;Centros deportivos;CDM Samaranch;PASEO IMPERIAL, 20 28005 MADRID;ARGANZUELA;2;IMPERIAL;21;439121.92;4473233.91;-3.7174746394157;40.4074954036895;AMCDMSAMARANCH_Gas;Externo;Gas;;m3;12179.01
9161;2022;11;1942;Centros deportivos;CDM San Blas;CALLE ARCOS DE JALON, 59 28037 MADRID;SAN BLAS - CANILLEJAS;20;HELLIN;202;448008.06;4475522.17;-3.6129409074783;40.4287119519523;acciona_sanblas;telemedida;Energía activa;;kWh;96222
9162;2022;11;1942;Centros deportivos;CDM San Blas;CALLE ARCOS DE JALON, 59 28037 MADRID;SAN BLAS - CANILLEJAS;20;HELLIN;202;448008.06;4475522.17;-3.6129409074783;40.4287119519523;acciona_sanblas;telemedida;Energía Reactiva;;kvarh;29298
9163;2022;11;1942;Centros deportivos;CDM San Blas;CALLE ARCOS DE JALON, 59 28037 MADRID;SAN BLAS - CANILLEJAS;20;HELLIN;202;448008.06;4475522.17;-3.6129409074783;40.4287119519523;Gas Pabellón Antonio Mata;Externo;Gas;;m3;3297.8
9164;2022;11;1943;Centros deportivos;CDM San Cristóbal;PLAZA  PINAZO,  9  28021  MADRID;VILLAVERDE;17;SAN CRISTOBAL;172;441279.48;4466040.48;-3.6906881704736083;40.34303634869714;AMCDMSANCRISTOBAL_Electricidad_General;Externo;Energía activa;;kWh;3081.7
9165;2022;11;1943;Centros deportivos;CDM San Cristóbal;PLAZA  PINAZO,  9  28021  MADRID;VILLAVERDE;17;SAN CRISTOBAL;172;441279.48;4466040.48;-3.6906881704736083;40.34303634869714;AMCDMSANCRISTOBAL_Electricidad_General;Externo;Energía Reactiva;;kvarh;74
9166;2022;11;1943;Centros deportivos;CDM San Cristóbal;PLAZA  PINAZO,  9  28021  MADRID;VILLAVERDE;17;SAN CRISTOBAL;172;441279.48;4466040.48;-3.6906881704736083;40.34303634869714;AMCDMSANCRISTOBAL_Gas_General;Externo;Gas;;m3;2804.79
9167;2022;11;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;15;SAN JUAN BAUTISTA;156;444142.91;4477729.93;-3.657745672316187;40.44796198220766;AMCDMSANJUANBAUTISTA_Interruptor_General;Externo;Energía activa;Activa Interruptor Gral;kWh;24460.9
9168;2022;11;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;15;SAN JUAN BAUTISTA;156;444142.91;4477729.93;-3.657745672316187;40.44796198220766;AMCDMSANJUANBAUTISTA_Interruptor_General;Externo;Energía Reactiva;Reactiva tarifa 3.1A;kvarh;11200.97
9169;2022;11;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;15;SAN JUAN BAUTISTA;156;444142.91;4477729.93;-3.657745672316187;40.44796198220766;Gas Piscina+Gas Vestuarios y Oficina;Procesado;Gas;;m3;3848.6
9170;2022;11;1950;Centros deportivos;CDM Vicente del Bosque;AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID;FUENCARRAL - EL PARDO;8;LA PAZ;85;441183.53;4481081.65;-3.6939060688019;40.4783396017234;acciona_vicentedelbosque;telemedida;Energía activa;;kWh;15244
9171;2022;11;1950;Centros deportivos;CDM Vicente del Bosque;AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID;FUENCARRAL - EL PARDO;8;LA PAZ;85;441183.53;4481081.65;-3.6939060688019;40.4783396017234;acciona_vicentedelbosque;telemedida;Energía Reactiva;;kvarh;2
9172;2022;11;1656;Centros deportivos;CDM Wilfred Agbonavbare - Alberto García;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;13;ENTREVIAS;131;444236.45;4469239.87;-3.6560976103843;40.37204305783915;AMCDMALBERTOG_Interruptor_General;Externo;Energía activa;;kWh;55110.98
9173;2022;11;1656;Centros deportivos;CDM Wilfred Agbonavbare - Alberto García;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;13;ENTREVIAS;131;444236.45;4469239.87;-3.6560976103843;40.37204305783915;AMCDMALBERTOG_Interruptor_General;Externo;Energía Reactiva;;kvarh;0
9174;2022;11;1656;Centros deportivos;CDM Wilfred Agbonavbare - Alberto García;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;13;ENTREVIAS;131;444236.45;4469239.87;-3.6560976103843;40.37204305783915;Gas Piscina y Pabellón+Gas Futbol;Procesado;Gas;;m3;10826.84
9175;2022;11;363;Centros escolares;CEIP Arquitecto Gaudí;CALLE  ROSA JARDON,  10  28016  MADRID;CHAMARTIN;5;NUEVA ESPAÑA;55;443342.9;4479638.8;-3.668302639648561;40.46549157894541;Electricidad General (Activa);Externo;Energía activa;;kWh;3354.9
9176;2022;11;363;Centros escolares;CEIP Arquitecto Gaudí;CALLE  ROSA JARDON,  10  28016  MADRID;CHAMARTIN;5;NUEVA ESPAÑA;55;443342.9;4479638.8;-3.668302639648561;40.46549157894541;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;3583.8
9177;2022;11;658;Centros escolares;CEIP Bolivia;CALLE VILLAVALIENTE, 29 28011 MADRID;LATINA;10;LUCERO;103;436373.24;4473268.33;-3.7500195164933143;40.40760080843823;AMCEIPBOLIVIA_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;1909.85
9178;2022;11;658;Centros escolares;CEIP Bolivia;CALLE VILLAVALIENTE, 29 28011 MADRID;LATINA;10;LUCERO;103;436373.24;4473268.33;-3.7500195164933143;40.40760080843823;AMCEIPBOLIVIA_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;0
9179;2022;11;658;Centros escolares;CEIP Bolivia;CALLE VILLAVALIENTE, 29 28011 MADRID;LATINA;10;LUCERO;103;436373.24;4473268.33;-3.7500195164933143;40.40760080843823;AMCEIPBOLIVIA_Gas_General;Externo;Gas;;m3;2478.9
9182;2022;11;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBERI;7;VALLEHERMOSO;76;439884.49;4476723.65;-3.708257053283696;40.439115564429116;AMCPCMOYANO_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;3472.3
9183;2022;11;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBERI;7;VALLEHERMOSO;76;439884.49;4476723.65;-3.708257053283696;40.439115564429116;AMCPCMOYANO_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;0
9184;2022;11;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBERI;7;VALLEHERMOSO;76;439884.49;4476723.65;-3.708257053283696;40.439115564429116;AMCPCMOYANO_Gas;Externo;Gas;;m3;2973.7
9185;2022;11;278;Centros escolares;CEIP Concepción Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;11;COMILLAS;111;439319.32;4472127.86;-3.7110683133563716;40.39824381077428;AMCPCONARENAL_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;4905
9186;2022;11;278;Centros escolares;CEIP Concepción Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;11;COMILLAS;111;439319.32;4472127.86;-3.7110683133563716;40.39824381077428;AMCPCONARENAL_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;274
9195;2022;11;212;Centros escolares;CEIP Isaac Albéniz;CALLE  DRACENA,  29  28016  MADRID;CHAMARTIN;5;NUEVA ESPAÑA;55;443336.8;4479520.7;-3.66836478382635;40.464427256699516;Electricidad General (Activa);Externo;Energía activa;;kWh;2059.7
9196;2022;11;212;Centros escolares;CEIP Isaac Albéniz;CALLE  DRACENA,  29  28016  MADRID;CHAMARTIN;5;NUEVA ESPAÑA;55;443336.8;4479520.7;-3.66836478382635;40.464427256699516;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;98.3
9197;2022;11;582;Centros escolares;CEIP Isaac Peral;GLORIETA RUFINO NOVALVOS, 5 28025 MADRID;CARABANCHEL;11;PUERTA BONITA;115;437967.83;4470923.83;-3.729999509109673;40.38645824863816;AMCEIPISAACPERAL_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;3911.5
9198;2022;11;582;Centros escolares;CEIP Isaac Peral;GLORIETA RUFINO NOVALVOS, 5 28025 MADRID;CARABANCHEL;11;PUERTA BONITA;115;437967.83;4470923.83;-3.729999509109673;40.38645824863816;AMCEIPISAACPERAL_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;0
9199;2022;11;582;Centros escolares;CEIP Isaac Peral;GLORIETA RUFINO NOVALVOS, 5 28025 MADRID;CARABANCHEL;11;PUERTA BONITA;115;437967.83;4470923.83;-3.729999509109673;40.38645824863816;Gas Pabellón Patio+Gas General;Procesado;Gas;;m3;324.36
9205;2022;11;1028;Centros escolares;CEIP Madroño;CALLE LAS MARISMAS, 14 28038 MADRID;PUENTE DE VALLECAS;13;NUMANCIA;136;444386.73;4472608.31;-3.6547868183395873;40.402312403210814;AMCPMADRONO_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;2971.5
9206;2022;11;1028;Centros escolares;CEIP Madroño;CALLE LAS MARISMAS, 14 28038 MADRID;PUENTE DE VALLECAS;13;NUMANCIA;136;444386.73;4472608.31;-3.6547868183395873;40.402312403210814;AMCPMADRONO_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;17.2
9207;2022;11;1028;Centros escolares;CEIP Madroño;CALLE LAS MARISMAS, 14 28038 MADRID;PUENTE DE VALLECAS;13;NUMANCIA;136;444386.73;4472608.31;-3.6547868183395873;40.402312403210814;AMCPMADRONO_Gas;Externo;Gas;;m3;1860.5
9208;2022;11;116;Centros escolares;CEIP Ntra Sra de la Paloma;CALLE TABERNILLAS, 2 28005 MADRID;CENTRO;1;PALACIO;11;439642.7;4473629.39;-3.7106372993064745;40.411427160112815;AMCPPALOMA_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;8180.8
9209;2022;11;116;Centros escolares;CEIP Ntra Sra de la Paloma;CALLE TABERNILLAS, 2 28005 MADRID;CENTRO;1;PALACIO;11;439642.7;4473629.39;-3.7106372993064745;40.411427160112815;AMCPPALOMA_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;3.6
9211;2022;11;167;Centros escolares;CEIP Ntra Sra Fuencisla;CALLE TOMELLOSO, 39 28026 MADRID;USERA;12;ALMENDRALES;124;440745.01;4470201.39;-3.6972821974614196;40.380523117574946;AMCPFUENCISLA_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;4751.1
9212;2022;11;167;Centros escolares;CEIP Ntra Sra Fuencisla;CALLE TOMELLOSO, 39 28026 MADRID;USERA;12;ALMENDRALES;124;440745.01;4470201.39;-3.6972821974614196;40.380523117574946;AMCPFUENCISLA_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;0
9213;2022;11;167;Centros escolares;CEIP Ntra Sra Fuencisla;CALLE TOMELLOSO, 39 28026 MADRID;USERA;12;ALMENDRALES;124;440745.01;4470201.39;-3.6972821974614196;40.380523117574946;AMCPFUENCISLA_Gas_General;Externo;Gas;;m3;1286.5
9214;2022;11;245;Centros escolares;CEIP Padre Poveda;AVENIDA  ALFONSO XIII,  23  28002  MADRID;CHAMARTIN;5;CIUDAD JARDIN;53;443445.7;4478070.4;-3.666950237800099;40.4513695842215;Electricidad General (Activa);Externo;Energía activa;;kWh;1628.8
9215;2022;11;245;Centros escolares;CEIP Padre Poveda;AVENIDA  ALFONSO XIII,  23  28002  MADRID;CHAMARTIN;5;CIUDAD JARDIN;53;443445.7;4478070.4;-3.666950237800099;40.4513695842215;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;1384.7
9216;2022;11;342;Centros escolares;CEIP Patriarca Obispo Elio Garay;CALLE  LOPEZ DE HOYOS,  40  28006  MADRID;CHAMARTIN;5;EL VISO;51;442191.39;4476785.64;-3.6775271587200176;40.44124810405872;AMCEIPPOBISPOEGARAY_Electricidad_General;Externo;Energía activa;;kWh;3863.4
9217;2022;11;342;Centros escolares;CEIP Patriarca Obispo Elio Garay;CALLE  LOPEZ DE HOYOS,  40  28006  MADRID;CHAMARTIN;5;EL VISO;51;442191.39;4476785.64;-3.6775271587200176;40.44124810405872;AMCEIPPOBISPOEGARAY_Electricidad_General;Externo;Energía Reactiva;;kvarh;274.4
9218;2022;11;342;Centros escolares;CEIP Patriarca Obispo Elio Garay;CALLE  LOPEZ DE HOYOS,  40  28006  MADRID;CHAMARTIN;5;EL VISO;51;442191.39;4476785.64;-3.6775271587200176;40.44124810405872;AMCEIPPOBISPOEGARAY_Gas_General;Externo;Gas;;m3;1290.6
9219;2022;11;209;Centros escolares;CEIP Pi i Margall;PLAZA DOS DE MAYO, 2 28004 MADRID;CENTRO;1;UNIVERSIDAD;15;440230.55;4475371.56;-3.7046107649803;40.4268327144929;CEIPPiiMargall_Electricidad;Externo;Energía activa;Activa Interruptor Gral - Bus;kWh;3309.1
9220;2022;11;209;Centros escolares;CEIP Pi i Margall;PLAZA DOS DE MAYO, 2 28004 MADRID;CENTRO;1;UNIVERSIDAD;15;440230.55;4475371.56;-3.7046107649803;40.4268327144929;CEIPPiiMargall_Electricidad;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;0
9221;2022;11;209;Centros escolares;CEIP Pi i Margall;PLAZA DOS DE MAYO, 2 28004 MADRID;CENTRO;1;UNIVERSIDAD;15;440230.55;4475371.56;-3.7046107649803;40.4268327144929;CEIPPiiMargall_Gas;Externo;Gas;;m3;1096.8
9222;2022;11;304;Centros escolares;CEIP Pradolongo;CALLE PARQUE DE LA PALOMA, 9 28026 MADRID;USERA;12;ZOFIO;126;439235.73;4470063.37;-3.7158207588239685;40.379271000451105;AMCPPRADOLONGO_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;5074.2
9223;2022;11;304;Centros escolares;CEIP Pradolongo;CALLE PARQUE DE LA PALOMA, 9 28026 MADRID;USERA;12;ZOFIO;126;439235.73;4470063.37;-3.7158207588239685;40.379271000451105;AMCPPRADOLONGO_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;0.1
9224;2022;11;304;Centros escolares;CEIP Pradolongo;CALLE PARQUE DE LA PALOMA, 9 28026 MADRID;USERA;12;ZOFIO;126;439235.73;4470063.37;-3.7158207588239685;40.379271000451105;Gas General+Gas Pabellón;Procesado;Gas;;m3;687.5
9225;2022;11;108;Centros escolares;CEIP Puerto Rico;CALLE SEGURA, 74 28041 MADRID;USERA;12;ORCASITAS;121;438955.61;4468897.52;-3.718516174164925;40.36857243836856;AMCPPRICO_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;3752.1
9226;2022;11;108;Centros escolares;CEIP Puerto Rico;CALLE SEGURA, 74 28041 MADRID;USERA;12;ORCASITAS;121;438955.61;4468897.52;-3.718516174164925;40.36857243836856;AMCPPRICO_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;1.5
9227;2022;11;108;Centros escolares;CEIP Puerto Rico;CALLE SEGURA, 74 28041 MADRID;USERA;12;ORCASITAS;121;438955.61;4468897.52;-3.718516174164925;40.36857243836856;AMCPPRICO_Gas_General;Externo;Gas;;m3;1829.7
9228;2022;11;247;Centros escolares;CEIP Residencia San Ildefonso;CALLE ALFONSO VI, 1 28005 MADRID;CENTRO;1;PALACIO;11;439580.6;4473834.01;-3.71212631464;40.4129348523462;ResidenciaSanildefonso_Electricidad;Externo;Energía activa;Activa Interruptor Gral - Bus;kWh;8420.98
9229;2022;11;247;Centros escolares;CEIP Residencia San Ildefonso;CALLE ALFONSO VI, 1 28005 MADRID;CENTRO;1;PALACIO;11;439580.6;4473834.01;-3.71212631464;40.4129348523462;ResidenciaSanildefonso_Electricidad;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;1236.99
9230;2022;11;247;Centros escolares;CEIP Residencia San Ildefonso;CALLE ALFONSO VI, 1 28005 MADRID;CENTRO;1;PALACIO;11;439580.6;4473834.01;-3.71212631464;40.4129348523462;ResidenciaSanildefonso_Gas;Externo;Gas;;m3;4881.6
9231;2022;11;143;Centros escolares;CEIP Rufino Blanco;CALLE  GENERAL ALVAREZ DE CASTRO,  46  28010  MADRID;CHAMBERI;7;TRAFALGAR;73;440410.01;4476636.75;-3.7020038809679128;40.438300660515864;AMCEIPRUFINOBLANCO_Electricidad_General;Externo;Energía activa;;kWh;17657
9232;2022;11;143;Centros escolares;CEIP Rufino Blanco;CALLE  GENERAL ALVAREZ DE CASTRO,  46  28010  MADRID;CHAMBERI;7;TRAFALGAR;73;440410.01;4476636.75;-3.7020038809679128;40.438300660515864;AMCEIPRUFINOBLANCO_Electricidad_General;Externo;Energía Reactiva;;kvarh;209
9233;2022;11;143;Centros escolares;CEIP Rufino Blanco;CALLE  GENERAL ALVAREZ DE CASTRO,  46  28010  MADRID;CHAMBERI;7;TRAFALGAR;73;440410.01;4476636.75;-3.7020038809679128;40.438300660515864;AMCEIPRUFINOBLANCO_Gas_General;Externo;Gas;;m3;4692.1
9237;2022;11;149;Centros escolares;CEIP San Juan de la Cruz;CALLE  HONDURAS,  10  28016  MADRID;CHAMARTIN;5;NUEVA ESPAÑA;55;442415;4478996.2;-3.679189520762587;40.45963918751411;Electricidad General (Activa);Externo;Energía activa;;kWh;3339
9238;2022;11;149;Centros escolares;CEIP San Juan de la Cruz;CALLE  HONDURAS,  10  28016  MADRID;CHAMARTIN;5;NUEVA ESPAÑA;55;442415;4478996.2;-3.679189520762587;40.45963918751411;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;1732.3
9239;2022;11;177;Centros escolares;CEIP Vázquez de Mella;CALLE BAILEN, 18 28005 MADRID;CENTRO;1;PALACIO;11;439417.82;4473742.83;-3.7140360474586;40.4121016245246;CEIPVazquezmella_Electricidad;Externo;Energía activa;Activa Interruptor Gral - Bus;kWh;3211.8
9240;2022;11;177;Centros escolares;CEIP Vázquez de Mella;CALLE BAILEN, 18 28005 MADRID;CENTRO;1;PALACIO;11;439417.82;4473742.83;-3.7140360474586;40.4121016245246;CEIPVazquezmella_Electricidad;Externo;Energía Reactiva;Reactiva tarifa 3.1A;kvarh;0
9241;2022;11;177;Centros escolares;CEIP Vázquez de Mella;CALLE BAILEN, 18 28005 MADRID;CENTRO;1;PALACIO;11;439417.82;4473742.83;-3.7140360474586;40.4121016245246;CEIPVazquezmella_Gas;Externo;Gas;;m3;1335.4
9242;2022;11;140;Centros sociales;Centro de Acogida San Isidro;PASEO  REY,  34  28008  MADRID;MONCLOA - ARAVACA;9;CASA DE CAMPO;91;438740.9;4475221.7;-3.722156591222857;40.42537432635059;Electricidad General (Activa);Externo;Energía activa;;kWh;13547.5
9243;2022;11;140;Centros sociales;Centro de Acogida San Isidro;PASEO  REY,  34  28008  MADRID;MONCLOA - ARAVACA;9;CASA DE CAMPO;91;438740.9;4475221.7;-3.722156591222857;40.42537432635059;Electricidad General (Reactiva);Externo;Energía Reactiva;;kvarh;1003
9244;2022;11;1033;Centros culturales y bibliotecas;Centro de Mayores San Francisco;CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID;CENTRO;1;PALACIO;11;439335.92;4473634.38;-3.714990913868;40.4111186882429;CentromayoresSanfrancisco_Electricidad;Externo;Energía activa;Activa Interruptor Gral - Bus;kWh;21459.9
